,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,CRISTIANO RONALDO NON VUOLE che tu VEDA QUESTO!🤮,MEMEofficial-ITA,"In questo short vi parlo di una pubblicità che ha fatto Cristiano Ronaldo che è talmente brutta che vorrebbe che noi ce ne dimenticassimo :0

-------------------------🔥I MIEI SOCIAL🔥-------...",308115,2024-10-13,0:38,IT,2024-10-14
1,video,APPLE ha FALLITO!🤮,MEMEofficial-ITA,"In questo short vi parlo di come Apple ha fallito con i loro nuovi iPhone 16 in quanto non sono riusciti a mettere funzioni nuove :/

-------------------------🔥I MIEI SOCIAL🔥-----------------...",95865,2024-10-13,0:33,IT,2024-10-14
2,video,TIPI DI PERSONE SU DRESS TO IMPRESS,Eleonora Olivieri,,378308,2024-10-12,0:32,IT,2024-10-14
3,video,Jannik Sinner vs Novak Djokovic For The Title 🏆  | Shanghai 2024 Final Highlights,Tennis TV,"SUBSCRIBE to our channel for the best ATP tennis videos and tennis highlights: https://www.youtube.com/tennistv?sub_confirmation=1

Watch official ATP tennis streams from every tournament:...",1161431,2024-10-13,8:14,IT,2024-10-14
4,video,Chi era più difficile da affrontare per BONUCCI e BARZAGLI? 🧱,La Gazzetta dello Sport,,63063,2024-10-13,1:00,IT,2024-10-14
5,video,🏆 PALLONE D'ORO DI TIKTOK ITALIA 3.0 🇮🇹 Quarti di finale,PirlasV,"Dopo gli ottavi di finale del pallone d'oro di TikTok Italia 3.0 ecco a voi i quarti di finale con l’infortunio dei Mister di zona e che vedranno scontrarsi Andrea Fratino, Gilbert Nana,...",665868,2024-10-12,21:20,IT,2024-10-14
6,video,REAL 3D brush can draw grass Life Hack #shorts #lifehacks,MrMaximus,#shorts #lifehackslifehacks,5364209,2024-09-30,0:42,IT,2024-10-14
7,video,Flipping Robot vs Heavier And Heavier Objects,Mark Rober,,28853205,2024-10-11,0:34,IT,2024-10-14
8,video,How many can you smash?🍫 IB : Florin,ISSEI / いっせい,"Welcome to the energetic and funny ISSEI Channel!!
Please subscribe if you like this videos, and hit the Like button and Share!
Stay tuned for more amazing contents! 

- Smile and Love from...",2609685,2024-10-13,0:19,IT,2024-10-14
9,video,Luì ordina le pizza ma qualcosa va storto..,Me contro Te,,481446,2024-10-11,0:44,IT,2024-10-14
10,video,Acro meets fashion 👀,The Rybka Twins,,6831596,2024-10-12,0:14,IT,2024-10-14
11,video,Cool Parenting Gadget Against Mosquitos! 🦟👶,TheSoul Music Family,"💚🧡 Click like, share, and subscribe to TheSoul Music Family 👍 
🎵 Music by TheSoul Sound: https://thesoul-sound.com/ 
#shorts #music #newmusic
--------------- 
⚠️This video...",3428711,2024-10-13,0:21,IT,2024-10-14
12,video,Ghali - Niente Panico (Official Video),Ghali,"Ghali - Niente Panico (Official Video)
Ascolta Niente Panico: https://ghali.lnk.to/nientepanico

Acquista i biglietti per i prossimi concerti: https://www.ticketone.it/artist/ghali/

Segui...",300691,2024-10-12,3:10,IT,2024-10-14
13,video,Seja Gentil com os Pequenos Animais 😿,Los Wagners,#shorts,16410212,2024-10-09,0:20,IT,2024-10-14
14,video,35 euros of pizza in Italy,Lionfield,,656650,2024-10-12,0:24,IT,2024-10-14
15,video,STARSHIP SpaceX : Quinto lancio  [LIVE],link4universe,"Siamo alla vigilia del quinto lancio di prova della Starship, di SpaceX! Questa volta, oltre a tutte le cose incredibili del quarto volo, sarà tentato anche il recupero del primo stadio! ...",123772,2024-10-13,5:47:22,IT,2024-10-14
16,video,Sofì guida la macchina di Luì 😂,Me contro Te,,294505,2024-10-12,0:12,IT,2024-10-14
17,video,Part 5. Roblox trend☠️,Kan Andrey,,1973316,2024-10-13,0:13,IT,2024-10-14
18,video,Will A Basketball Boat Hold My Weight?,MrBeast,,30143634,2024-10-12,0:30,IT,2024-10-14
19,video,Cosa Succede Quando i Giovani Ciclisti si Radunano in Città?,Diego Crescenzi,"Allenamento con i Miei Fan in giro per la Città di Pozzallo in Sicilia!
Cosa Succede Quando i Giovani Ciclisti si Radunano in Città?",96332,2024-10-12,0:16,IT,2024-10-14
20,video,Me contro Te - LA CASA DEI MOSTRI (Videoclip Ufficiale),Me contro Te Music,"La Casa dei Mostri è la canzone ufficiale di Halloween per ballare e cantare con Streghe, Scheletri, Mummie e Zombie!

TESTO:
C’è un fantasma che si scatena
Con la sua catena
Per una notte...",147410,2024-10-13,2:13,IT,2024-10-14
21,video,Is the VAR right?!😱#footballplayer #futbol #soccerplayer #soccer #football #futbolista #var *ad,TOUZANI TV,Deze video is mede mogelijk gemaakt door Zeeuw en Zeeuw.,9460769,2024-10-07,0:29,IT,2024-10-14
22,video,CHI È PIÚ PROPENSO A...? (Ma c'è un impostore 👀),iNoobChannel,"Scarica Matchmasters qui: https://matchmaste.rs/hCkF/iNoobChannel10 #ad

Ospiti:
@leo 
@tizio20channel 

I nostri contatti: https://linktr.ee/inoobchannel

IL NOSTRO GIOCO, Coco Rido, l'invasione...",64411,2024-10-13,21:06,IT,2024-10-14
23,video,Which version is better?🎲,Kan Andrey,,4155290,2024-10-11,0:14,IT,2024-10-14
24,video,"Le-one, Christian Liguori, Babywyne - NUN È OVER",le one,"Music video by Le-one, Christian Liguori, Babywyne performing NUN È OVER.An Epic release (C) 2024 Sony Music Entertainment Italy S.p.A",98362,2024-10-12,1:58,IT,2024-10-14
25,video,🦆 Waddle Over the Bridge Cake #Shorts,Chefclub Shorts,"Find the full recipes, with quantities and step-by-step instructions at https://www.chefclub.tv

Click here to subscribe to Chefclub ➡️http://link.chefclub.tv/163⬅️ and turn on notification...",2947863,2024-10-11,1:00,IT,2024-10-14
26,video,Mimì Caruso | ‘Godspeed’ | Esibizione Bootcamp | X Factor 2024,Sky,"Dopo questa esibizione noi speriamo che #FrankOcean abbia trovato la giusta motivazione per droppare un nuovo album 🥹🥹 

#XF2024 

Scopri come vedere X Factor: https://bit.ly/skyxfy",385164,2024-10-11,3:20,IT,2024-10-14
27,video,UNDISPUTED KING CROWNED | Riyadh Season: Artur Beterbiev vs. Dmitry Bivol Fight Highlights,DAZN Boxing,"October 12, 2024 -- Artur Beterbiev vs. Dmitry Bivol fight highlights from Riyadh, Saudi Arabia.

@Turki_alalshikh 

Subscribe to our YouTube channel 👉 http://bit.ly/DAZNBoxingYouTube
Subscribe...",1551880,2024-10-13,3:15,IT,2024-10-14
28,video,Confused 😳😂,ILYA BORZOV,,1352680,2024-10-13,0:13,IT,2024-10-14
29,video,HO COSTRUITO IL TAVOLO DI MUSCHIO SELVAGGIO,Michele Molteni,"Con Boolean lanci la tua carriera tech. 200€ di sconto sui corsi se arrivi da questo video!
👨🏻‍💻 Coding Week GRATIS dal 21 ottobre: https://on.boolean.careers/molteni-coding-week...",540884,2024-10-11,10:56,IT,2024-10-14
30,video,Brawl Stars expliquez ça,L'étoile Noire,"→ Instagram : https://www.instagram.com/etoilenoire__/

→ Contact (pro uniquement) LenBusinessCorp@gmail.com

→ Any Copyright issue ? Please Feel free to contact me on social to get the...",2175565,2024-10-07,0:11,IT,2024-10-14
