,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,CRISTIANO RONALDO NON VUOLE che tu VEDA QUESTO!🤮,MEMEofficial-ITA,"In questo short vi parlo di una pubblicità che ha fatto Cristiano Ronaldo che è talmente brutta che vorrebbe che noi ce ne dimenticassimo :0

-------------------------🔥I MIEI SOCIAL🔥-------...",509956,2024-10-13,0:38,IT,2024-10-15
1,video,Chi era più difficile da affrontare per BONUCCI e BARZAGLI? 🧱,La Gazzetta dello Sport,,108927,2024-10-14,1:00,IT,2024-10-15
2,video,The NEW fastest Ducati ever! - PANIGALE V4S 2025🔥,Luca Salvadori,"Introducing the new v4s 2025, the fastest new production motorcycle ever built by Ducati, with an exclusive review, and most importantly in my own style.
#ducati #v4s2025 #panigale  

MY ACTION...",217733,2024-10-14,14:29,IT,2024-10-15
3,video,APPLE ha FALLITO!🤮,MEMEofficial-ITA,"In questo short vi parlo di come Apple ha fallito con i loro nuovi iPhone 16 in quanto non sono riusciti a mettere funzioni nuove :/

-------------------------🔥I MIEI SOCIAL🔥-----------------...",198433,2024-10-14,0:33,IT,2024-10-15
4,video,L'intervista a Pep Guardiola e Roberto Baggio | Che tempo che fa,NOVE,"Che tempo che fa ti aspetta ogni domenica dalle 19.30 sul NOVE! 🐟🐟
Non perderti le interviste di Fabio Fazio. 

GUARDA tutti i migliori contenuti di Che tempo che fa qui: https://www.youtube....",154603,2024-10-14,18:29,IT,2024-10-15
5,video,TIPI DI PERSONE SU DRESS TO IMPRESS,Eleonora Olivieri,,454553,2024-10-12,0:32,IT,2024-10-15
6,video,Jannik Sinner vs Novak Djokovic For The Title 🏆  | Shanghai 2024 Final Highlights,Tennis TV,"SUBSCRIBE to our channel for the best ATP tennis videos and tennis highlights: https://www.youtube.com/tennistv?sub_confirmation=1

Watch official ATP tennis streams from every tournament:...",1448527,2024-10-14,8:14,IT,2024-10-15
7,video,La fregatura delle CASTAGNE,CARTONI MORTI,"È autunno, tempo di castagne. 
Il Sommelier si aggira per le strade e decide di provare questa pazzia delle caldarroste. Non finisce bene.

TUTTO 
► https://www.cartonimorti.it

INSTAGRAM...",177279,2024-10-14,2:22,IT,2024-10-15
8,video,🏆 PALLONE D'ORO DI TIKTOK ITALIA 3.0 🇮🇹 Quarti di finale,PirlasV,"Dopo gli ottavi di finale del pallone d'oro di TikTok Italia 3.0 ecco a voi i quarti di finale con l’infortunio dei Mister di zona e che vedranno scontrarsi Andrea Fratino, Gilbert Nana,...",709300,2024-10-12,21:20,IT,2024-10-15
9,video,Cool Parenting Gadget Against Mosquitos! 🦟👶,TheSoul Music Family,"💚🧡 Click like, share, and subscribe to TheSoul Music Family 👍 
🎵 Music by TheSoul Sound: https://thesoul-sound.com/ 
#shorts #music #newmusic
--------------- 
⚠️This video...",9186849,2024-10-14,0:21,IT,2024-10-15
10,video,REAL 3D brush can draw grass Life Hack #shorts #lifehacks,MrMaximus,#shorts #lifehackslifehacks,6951591,2024-10-01,0:42,IT,2024-10-15
11,video,Flipping Robot vs Heavier And Heavier Objects,Mark Rober,,35739725,2024-10-11,0:34,IT,2024-10-15
