,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,🔴 PARTIDAZO DE YOUTUBERS 5 | ESPAÑA VS FRANCIA en DIRECTO - DjMaRiiO vs AMINE,DjMaRiiO,"➜ENTRADAS PARTIDAZO DE YOUTUBES 5: https://entradas.elpartidazo.com/webediaweb_elpartidazo/es_ES/tickets
SABADO 12 DE OCTUBRE | ESPAÑA VS FRANCIA EN EL METROPOLITANO
DjMaRiO (Spain) vs AMINE...",3142355,2024-10-12,5:08:35,ES,2024-10-13
1,video,Shakira - Soltera (Official Video),Shakira,"Music: 
Apple Music:  https://Shakira.lnk.to/Soltera/applemusic 
Spotify: https://Shakira.lnk.to/Soltera/spotify
Amazon: https://Shakira.lnk.to/Soltera/amazonmusicstreaming
YouTube: https://Shakira...",7261759,2024-10-12,4:09,ES,2024-10-13
2,video,RESUMEN ESPAÑA - FRANCIA (PARTIDAZO DE YOUTUBERS 5),DjMaRiiO,"➜ENTRADAS PARTIDAZO DE YOUTUBES 5: https://entradas.elpartidazo.com/webediaweb_elpartidazo/es_ES/tickets
SABADO 12 DE OCTUBRE | ESPAÑA VS FRANCIA EN EL METROPOLITANO
➜TWITCH: https://www.twitc...",364531,2024-10-12,12:28,ES,2024-10-13
3,video,7 Days Exploring An Underground City,MrBeast,"This salt mine is the coolest underground city I’ve ever seen
Get Zaxbys MrBeast Box while you still can - Chicken Fingerz™, cheddar bites, fries, double Texas toast, signature sauces,...",33236986,2024-10-12,20:35,ES,2024-10-13
4,video,Emilia - noviogangsta (Official Video),Emilia,"Music: 
Apple Music: https://emilia.lnk.to/noviogangsta/applemusic
Spotify: https://emilia.lnk.to/noviogangsta/spotify
Amazon: https://emilia.lnk.to/noviogangsta/amazonmusicstreaming
YouTube:...",438215,2024-10-12,2:49,ES,2024-10-13
5,video,FRANCO TENAGLIA VS. TONY SOTO | BARE KNUCKLE FIGHTING CHAMPIONSHIP PRELIMS LIVE,DAZN Boxing,"Subscribe to our YouTube channel 👉 http://bit.ly/DAZNBoxingYouTube
Subscribe to the DAZN X Series YouTube channel 👉 https://bit.ly/XSeriesYouTube 

Sign up to DAZN now 👉 http://DAZN.com/yo...",226572,2024-10-12,53:51,ES,2024-10-13
6,video,🔴 PARTIDAZO DE YOUTUBERS 5 | ESPAÑA VS FRANCIA en DIRECTO - DjMaRiiO vs AMINE | YOUTUBE SHORTS,DjMaRiiO,"➜ENTRADAS PARTIDAZO DE YOUTUBES 5: https://entradas.elpartidazo.com/webediaweb_elpartidazo/es_ES/tickets
SABADO 12 DE OCTUBRE | ESPAÑA VS FRANCIA EN EL METROPOLITANO
DjMaRiO (Spain) vs AMINE...",789338,2024-10-12,5:08:00,ES,2024-10-13
7,video,LE QUITÓ LA NOVIA A SU AMIGO Y AHORA LO RESOLVERÁN A GOLPES | DWT Fight Club,DWT - Dogfight Wild Tournament,Este no es un combate cualquiera. Justin García e Iker Zaratiegui llegan al DWT Fight Club para resolver una historia personal. Todos sabemos que las novias son territorio intocable entre...,268881,2024-10-12,9:13,ES,2024-10-13
8,video,Flipping Robot vs Heavier And Heavier Objects,Mark Rober,,23594125,2024-10-11,0:34,ES,2024-10-13
9,video,#FMSESPAÑA 2024 - Jornada 2 Temporada 7 | Urban Roosters,Urban Roosters,"¡La liga de las estrellas va a por su segunda jornada! Algo histórico pasará en Valencia este 11 de octubre ya que prácticamente ninguna de las batallas se ha dado en otras ocasiones, mucho...",369848,2024-10-12,3:52:00,ES,2024-10-13
10,video,Mi Primera Vez en RUBIUS SAW GAME,Rubius Z,"Like por los viejos tiempos de youtube

Discord: https://discord.gg/rubius
Mi Tienda: https://rubiuscorp.com
Streams: https://www.twitch.tv/Rubius",966894,2024-10-12,37:37,ES,2024-10-13
