,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,🏆 PALLONE D'ORO DI TIKTOK ITALIA 3.0 🇮🇹 Quarti di finale,PirlasV,"Dopo gli ottavi di finale del pallone d'oro di TikTok Italia 3.0 ecco a voi i quarti di finale con l’infortunio dei Mister di zona e che vedranno scontrarsi Andrea Fratino, Gilbert Nana,...",426203,2024-10-11,21:20,IT,2024-10-12
1,video,TIPI DI PERSONE SU DRESS TO IMPRESS,Eleonora Olivieri,,96275,2024-10-11,0:32,IT,2024-10-12
2,video,Is the VAR right?!😱#footballplayer #futbol #soccerplayer #soccer #football #futbolista #var *ad,TOUZANI TV,Deze video is mede mogelijk gemaakt door Zeeuw en Zeeuw.,5194655,2024-10-07,0:29,IT,2024-10-12
3,video,Mimì Caruso | ‘Godspeed’ | Esibizione Bootcamp | X Factor 2024,Sky,"Dopo questa esibizione noi speriamo che #FrankOcean abbia trovato la giusta motivazione per droppare un nuovo album 🥹🥹 

#XF2024 

Scopri come vedere X Factor: https://bit.ly/skyxfy",257096,2024-10-11,3:20,IT,2024-10-12
4,video,Flipping Robot vs Heavier And Heavier Objects,Mark Rober,,12209381,2024-10-11,0:34,IT,2024-10-12
5,video,Ghali - Niente Panico (Official Video),Ghali,"Ghali - Niente Panico (Official Video)
Ascolta Niente Panico: https://ghali.lnk.to/nientepanico

Acquista i biglietti per i prossimi concerti: https://www.ticketone.it/artist/ghali/

Segui...",131356,2024-10-11,3:10,IT,2024-10-12
6,video,Seja Gentil com os Pequenos Animais 😿,Los Wagners,#shorts,7112877,2024-10-09,0:20,IT,2024-10-12
7,video,Ghali - Niente Panico (Lyric Video),Ghali,"Ghali - Niente Panico (Lyric Video)
Ascolta Niente Panico: https://ghali.lnk.to/nientepanico

Acquista i biglietti per i prossimi concerti: https://www.ticketone.it/artist/ghali/

Segui Ghali:...",126144,2024-10-11,3:02,IT,2024-10-12
8,video,È possibile attraversare lo Stretto di Messina a piedi?,aledellagiusta,"Jaan Roose vuole essere il primo uomo ad attraversare a piedi lo Stretto di Messina: ce la farà?

Instagram: https://www.instagram.com/aledellagiusta/
TikTok: https://www.tiktok.com/@aledellagiust...",245180,2024-10-11,41:08,IT,2024-10-12
9,video,Uragano Milton verso la Florida: come affrontano gli Stati Uniti la sua potenza distruttiva?,Geopop,"L'uragano Milton sta arrivando in Florida, con venti fino a 285 km/h e classificato come categoria 5, potrebbe abbattersi sulle coste nelle prossime 24h. Si profila come una delle tempeste...",521920,2024-10-10,8:36,IT,2024-10-12
10,video,85 dollars for pasta in a GLASS?,Lionfield,,1939512,2024-10-07,0:24,IT,2024-10-12
11,video,CI HANNO INSULTATO TUTTA LA PARTITA❗️E QUESTO È QUELLO CHE È SUCCESSO montepremi,FENE x 7SINS,"FENE
Instagram: https://instagram.com/fene_mt/
Tiktok: https://www.tiktok.com/@fene_mt?

ANDREA FRATINO
Instagram: https://www.instagram.com/andrea.fratino/
Tiktok: https://www.tiktok.com/@andreafr...",176372,2024-10-11,30:56,IT,2024-10-12
12,video,La volevano MULTARE perché guidava in COSTUME | Avv. Angelo Greco,Angelo Greco,".
.
Acquista a questo link il mio libro ""Fanc**o il successo"" https://amzn.to/3SlixbK
.
.
Acquista a questo link il mio libro ""“La Legge per Tutti - Casa e condominio"" 
https://amzn.to/3MAp4Ma...",151644,2024-10-10,0:59,IT,2024-10-12
13,video,Comunicazione di Maurizio Salvadori,Luca Salvadori,Richiesta di pareri sull’eventuale pubblicazione di nuovi video già realizzati da Luca prima dell’incidente.,549568,2024-10-10,7:58,IT,2024-10-12
14,video,"HAI 12 ANNI, GIOCHI A CALCIO e questo è L'ARBITRO CHE TUO PADRE INSULTA - Gabriele Vagnato",Gabriele Vagnato Shorts,,246703,2024-10-10,1:00,IT,2024-10-12
