,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,"E2 : Dernier entraînement, Blessures, coup de gueule : Tout BASCULE à 3j de France-Espagne",Pieds Carrés,"Likez la vidéo, abonnez-vous et donnez votre pronostic en commentaires pour tenter de remporter ma paire de crampons NIKE en commentaire 👇

Le 12 octobre, l’Équipe de France des streameurs...",365001,2024-10-09,36:44,FR,2024-10-10
1,video,Colonel Etienne SESMAT : « On connaît l’assassin du petit Gregory »,L'invité,"Tous les jours, à 18h50 (heure de Paris), Patrick Simonin reçoit les personnalités qui font l'actualité sur TV5MONDE.

Retrouvez toutes les émissions sur http://www.tv5monde.com/linvite...",265398,2024-10-09,39:58,FR,2024-10-10
2,shorts_listing,Trending Shorts,,,,,,FR,2024-10-10
3,video,La Battle des spécialités régionales #3 (Freddy est venu se régaler),Mcfly et Carlito,"Y a quand même pas à dire, notre pays a des spécialités culinaires incroyables ! 
Encore plus quand le plat nous déchire bien le bide ! 

Et qui pour une gigue en Bourgogne avec Freddy...",1158694,2024-10-09,34:21,FR,2024-10-10
4,video,BARRIO - C'EST LA GUERRE (Épisode 2),Hassan,"La nouvelle série BARRIO disponible tous les mardis ! 🇨🇴🎥

Pour ne rien rater n'oublie pas de t'abonner et d'activer la cloche pareil sur ma deuxième chaine Youtube : ⬇️
https://www....",594650,2024-10-08,31:45,FR,2024-10-10
5,video,Investir 10k pour se lancer c'est possible ?,Lulu ronce de noyer,"Ta 10K et tu ne sais pas ou les placers alors cette vidéo est faite pour toi, je t'explique en détails quoi faire de cet argent.

➡ Pour rejoindre le projet LE CERCLE devenu 100% gratuit...",141272,2024-10-09,28:42,FR,2024-10-10
6,video,ON TESTE DES RECETTES TIKTOK ( c'est un carnage !!!) Avec Dooms,Emma Graziano,"Bon ba c’est encore une catastrophe mais en fait c’est moi la catastrophe je vais finir par abandonner la cuisine 😭

J’espère que vous avez bien rigolé ! 
N’hésitez pas à vous...",108480,2024-10-09,27:06,FR,2024-10-10
7,video,LA MEILLEURE FAÇON DE RAJEUNIR !!! ( Vlog au Mexique ),Natoo,"Merci à Marco Vasco d'avoir organisé ce voyage de rêve, c'est inoubliable ! 
Leur compte insta : https://www.instagram.com/marcovascofr/
Plus d'informations sur leur prestations : 
https://tinyu...",116554,2024-10-09,22:49,FR,2024-10-10
8,video,Black Myth Wukong - TEST EN CARTON,Savun,"- Chaîne Twitch : https://www.twitch.tv/savun
- Chaîne secondaire : https://www.youtube.com/channel/UCL_U3SRexMzSDOmWiJ9FDcg
- Chaîne TikTok : https://www.tiktok.com/@savunvayke
- S'abonner...",182160,2024-10-09,9:42,FR,2024-10-10
9,video,JENNIE - ‘Mantra’ Official MV Teaser,JENNIE,"JENNIE - ‘Mantra’ Official MV Teaser

OCTOBER 10 @ 8PM EDT
OCTOBER 11 @ 9AM KST

Pre-Save: https://jenn.ie

#JENNIE #Mantra #제니",2243235,2024-10-09,0:16,FR,2024-10-10
10,video,Ouragan Milton : Des vents à 270 km/h,France TV Washington,"🌴⚠️ Plus les heures passent, plus le ciel s'assombrit en Floride. Le passage du redouté ouragan Milton est prévu pour la nuit du mercredi 9 au jeudi 10 octobre. Des rafales jusqu'à...",113264,2024-10-09,2:18,FR,2024-10-10
11,video,"La présidente de MSF France était à Gaza, elle nous raconte ce qu'elle a vu - C Ce Soir 9 oct 2024",C Ce Soir - France Télévisions,"Pour voir la suite du débat 👉 https://bit.ly/GazaHorreurSansFin

Pour voir d'autres émissions 👉 https://bit.ly/CCeSoir
_________________________________________________________________...",92203,2024-10-09,9:07,FR,2024-10-10
12,video,234 personnes sont congelées ici,Simon Puech,"🖥 Pour essayer Odoo : https://www.odoo.com/r/nxmv

🔥 CAPTE MOI SUR MES RÉSEAUX 
_______________________
- Instagram : https://www.instagram.com/spuech
- Twitch : https://twitch.tv/simonpuech...",497872,2024-10-08,28:17,FR,2024-10-10
13,video,Mashup Mania Event | Clash On!,Clash of Clans,"Follow us on our Socials!
Twitter ► https://twitter.com/ClashofClans/
Instagram ► https://www.instagram.com/clashofclans 
Facebook ► https://www.facebook.com/ClashofClans 
TikTok ►...",194543,2024-10-10,1:26,FR,2024-10-10
14,video,Le réveil musical de Nintendo : Alarmo – Se réveiller est un jeu !,Nintendo France,"Pour en savoir plus sur ce drôle de réveil, rendez-vous sur notre site officiel : https://www.nintendo.com/fr-fr/Hardware/Le-reveil-musical-de-Nintendo-Alarmo/Le-reveil-musical-de-Nintendo-Alarmo...",90241,2024-10-09,4:31,FR,2024-10-10
15,video,EMINEM a TOUJOURS dit la VERITÉ (sur DIDDY et les autres),Daniil le Russe,"- Mon Telegram : https://t.me/daniil_le_russe 

Devenez Yagadoux Membres de ma chaine : https://www.youtube.com/channel/UC4HANn7TBY-xcION-eL3rLA/join  

0:00 Eminem nous a averti pour Diddy...",225111,2024-10-08,21:59,FR,2024-10-10
16,video,Jonathan Cohen et Squeezie en chaussettes (ft Freddy Gladieux & Jeantou) - Micro Chaussettes #1,SQUEEZIE,"Merci à Ultra Premium Direct d'avoir sponsorisé la vidéo ! Si vous voulez découvrir la marque, il y a -25% pour les nouveaux clients pendant 48h puis -20% ensuite, sur tout le site UltraPremium...",3749041,2024-10-06,1:18:57,FR,2024-10-10
17,video,Découvrez Nouveau Dacia Bigster,Dacia France,"Arrêtez tout, Dacia présente son tout premier grand SUV ! Voici Nouveau #DaciaBigster. Spacieux, moderne et doté d'une technologie moderne, il est le SUV hybride idéal pour votre famille...",42814,2024-10-09,0:45,FR,2024-10-10
18,video,Mistermv en ROUE LIBRE sur le plateau de Popcorn,mistermv - Clips officiels,"Payez cet homme par pitié
Live du 08.10.2024 sur la chaine twitch.tv/domingo
-
Twitch : twitch.tv/mistermv
Youtube : https://youtube.com/@monsieurmv
Tiktok : @monsieurmv 
#mistermv #twitch...",101537,2024-10-09,6:10,FR,2024-10-10
19,video,IL SE TAPE LA HONTE INTERNATIONALE ! (Vlog entrainement foot France - Espagne 2),LeBouseuh,"Abonne toi à ma chaîne ►  http://urlz.fr/4jF2
N'hésite pas non plus à lâcher le petit pouce bleu des familles

Le retour des VLOGS entrainement avec l'équipe de ELEVEN ALL STARS autrement...",374553,2024-10-08,43:53,FR,2024-10-10
20,video,Le Sahara transformé par les pluies diluviennes,africanews (en français),"Ces scènes surprenantes résultent des fortes pluies qui se sont abattues en août et septembre.

LIRE L’ARTICLE : https://fr.africanews.com/2024/10/08/le-sahara-transforme-par-les-pluies-diluvi...",133675,2024-10-08,1:36,FR,2024-10-10
21,video,Port Antonio,J. Cole,,1554480,2024-10-09,5:17,FR,2024-10-10
22,video,JE FABRIQUE UN VÉLO EN OR ! ( oui du vrai ! ),Philippe Cantenot,"J’ai fait une peinture sur mon bmx avec du vrai OR ! 

Mon site internet : https://philippecantenot.fr


✅MON INSTAGRAM : @PhilippeCantenot ( 224.000 abonnés )
https://www.instagram.com/philip...",80020,2024-10-09,16:54,FR,2024-10-10
23,video,10 Hours to Crack the World's Most Secure Safe!,JOYCA,"Merci à M&M’s et Disneyland® Paris de m’avoir accompagné sur ce projet.
Le jeu concours est disponible sur nos comptes Insta avec @mmsfrance 
👉 https://www.instagram.com/p/DAx7-oHI-hP/?ig...",2711263,2024-10-06,46:52,FR,2024-10-10
24,video,LA DÉCISION FINALE DE TED!,Kindasamax,"chaine youtube de rusty: @rustyytb 

ABONNES TOI SORCIER!!

Follow le goat partout:

Insta: @kindasamax
Snapchat : @kindaveutmanger
TikTok: @kindaincognito
X: @kindasama",116618,2024-10-08,32:54,FR,2024-10-10
25,video,LISA - MOONLIT FLOOR (Official Performance Video),LLOUD Official,"Listen to “Moonlit Floor” now - https://lisa.lnk.to/MoonlitFloor 

Follow LISA: 
http://www.instagram.com/lalalalisa_m https://www.tiktok.com/@lalalalisa_m https://www.youtube.com/@lalalalisa_m...",3912698,2024-10-09,2:37,FR,2024-10-10
26,video,"8 YOUTUBEURS DANS UNE COURSE DE FIAT PANDA ! (avec GMK, Lebouseuh, RagnarLeBreton, LaBoiserie …)",Michou,"Merci à Stych d’avoir sponsorisé cette vidéo ! 
50€ offert avec le code MICHOU en cliquant sur ce lien : https://stych.info/michou

Collaboration commerciale

Salut ! Bienvenue dans...",2842484,2024-10-06,1:17:58,FR,2024-10-10
27,video,THE STORY OF BEYONCÉ !,SEB,"➤ Take advantage of an exclusive 15% discount on your Saily eSIM! Use code SEB at checkout. Download the Saily app or click on: https://saily.com/seb

Thank you team for your support with...",1555499,2024-10-06,1:06:14,FR,2024-10-10
28,video,#1 Overall Pick Zaccharie Risacher SHINES In His NBA Preseason Debut! 👀| October 8. 2024,NBA,"Never miss a moment with the latest news, trending stories and highlights to bring you closer to your favorite players and teams.
Download now: https://link.nba.com/NBAYouTube

Atlanta Hawks...",112386,2024-10-09,2:21,FR,2024-10-10
29,video,Milton : les premières images de l'énorme ouragan qui balaye la Floride,Le Monde,"L’ouragan Milton, de catégorie 3 sur 5, a touché terre en Floride, dans le sud-est des Etats-Unis, a annoncé, mercredi 9 octobre dans la soirée, le Centre national des ouragans (NHC)...",192632,2024-10-10,1:27,FR,2024-10-10
30,video,"Que se passe-t-il en Équipe de France (Deschamps, Griezmann, Mbappé...) ?",Romain Molina,"La retraite internationale d'Antoine Griezmann, les polémiques autour de la blessure et du capitanat de Kylian Mbappé, la cassure entre le groupe et Didier Deschamps, et l'absence d'un patron...",278599,2024-10-08,13:54,FR,2024-10-10
31,video,Vaiana 2 - Nouvelle bande-annonce | Disney,Disney FR,"Découvrez ce qui se trouve au-delà des océans avec Vaiana 2, le 27 novembre au cinéma. 🌀

► Abonnez-vous à notre chaîne Disney+ pour ne manquez aucun des derniers contenus des programmes...",338681,2024-10-08,2:23,FR,2024-10-10
32,video,2025 Yamaha R9: a New Generation of Supersport,Yamaha Motor Europe,"The wait is over: introducing the new 2025 Yamaha R9, the latest addition to Yamaha’s iconic R Series.
While retaining many of the MotoGP-inspired design features which have become synonymous...",173299,2024-10-09,1:45,FR,2024-10-10
33,video,HIGHLIGHTS | Manchester City vs. FC Barcelona -- UEFA Women's Champions League 2024-25,DAZN Women's Football,"Head to https://dazn.com/womensfootball and sign up for FREE to watch every UWCL match!

Subscribe now for the home of women's football on YouTube 👉 https://bit.ly/WomensFootballOnDAZN
...",260002,2024-10-09,8:53,FR,2024-10-10
34,video,Fortnitemares 2024 Cinematic Short,Fortnite,"Trick or RETREAT. Fortnitemares returns on October 11th.

Play Fortnite Battle Royale, the completely free 100-player PvP mode. One giant map, A Battle Bus, Last one standing wins. ESRB Rating:...",1045736,2024-10-08,0:24,FR,2024-10-10
35,video,Des PIZZAS à 6 euros en pleine Cité des 3000 à Aulnay-sous-Bois !,FlorianOnAir,"Avec @IsmaLabrigade , on s'est lancé dans un petit Battle de snacks de la street . 
Sur sa chaîne Youtube, on on a testé un snack.
La vidéo d'Isma : https://youtu.be/Ihk9Vaev0ak?si=788nuIeTuRfH...",59633,2024-10-08,14:33,FR,2024-10-10
36,video,"ITZY ""GOLD"" M/V Teaser 1",JYP Entertainment,"ITZY ""GOLD"" M/V Teaser 1

ITZY ""GOLD""
https://ITZY.lnk.to/GOLD

🌟 ALBUM RELEASE 
 2024.10.15 TUE 6PM (KST) | 5AM (EDT)

[ITZY Official]
▶ https://www.youtube.com/c/ITZY
▶ https://www.instagr...",1005795,2024-10-08,0:37,FR,2024-10-10
37,video,Scandale P. Diddy : la nouvelle affaire Weinstein qui secoue le monde,HugoDécrypte - Actus du jour,"📺 Pour découvrir et vous abonner à notre chaine ""Grands Formats"" (interviews, enquêtes, reportages) :  @hugodecryptegrandsformats   
💼 Pour trouver un stage, alternance ou CDD/CDI...",445938,2024-10-08,12:32,FR,2024-10-10
38,video,Météo du Mercredi 9 au Mardi 15 Octobre 2024,Météo Express,"Prévisions météo du Mercredi 9 au Mardi 15 Octobre 2024
Résumé : Coup de vent et épisode pluvieux majeur ce mercredi ! Averses jeudi puis accalmie vendredi.

🌤 Ce bulletin météo...",52618,2024-10-08,4:50,FR,2024-10-10
39,video,Join the Biggest Decorating Contest in Hay Day!,Hay Day,"Join Now: https://make.supercell.com/en/campaign/42gfB4cKOIPhVhshlz1TMS

Best. Farm. Ever. Welcome to Hay Day, the most popular farming game on mobiles and tablets, number one in 122 countries....",1171443,2024-10-08,1:25,FR,2024-10-10
40,video,MALVEILLANCE MAX ACTIVÉE 😈(Squirrel with a Gun),Succulent Gaming,"Avez vous déjà vu un écureuil avec un flingue ? Maintenant oui !
Check mes habits de zinz 💎:D  https://leosucculent.com/

J'espère que la vidéo vous a plu :D",179869,2024-10-07,13:42,FR,2024-10-10
41,video,Ces séries annulées injustement ... ❌😔,Cinéma Trash,Merci à CyberGhost VPN de soutenir la vidéo ! ✅ Allez voir leur offre et obtenez une réduction en cliquant sur le lien ici 👉 https://www.cyberghostvpn.com/CinemaTrash Disney vient d’annul...,115310,2024-10-08,16:47,FR,2024-10-10
42,video,1 an pour devenir meilleur (Kaizen Contenu Exclusif),Inoxtag,"Voici le contenu bonus de cette aventure Kaizen. Merci à vous de m’avoir soutenu dans ce projet. J’espère que ce projet vous impactera autant que cette aventure m’a impacté. 
Vivez....",3698411,2024-10-05,34:37,FR,2024-10-10
43,video,Comment tout savoir sur quelqu'un à partir de son instagram ?,ici Amy Plant,"🕵️ Vous pouvez retrouver toutes les ressources que j'ai utilisé durant mon enquête juste ici ➡️ https://urlr.me/syT3B

👩🏻‍💻 Et si vous voulez vous aussi tester le kDrive...",132454,2024-10-07,16:57,FR,2024-10-10
44,video,GROS CHANGEMENT….,TOM ASMR,"🔹━━━━━━━━━--🔹---━━━━━━━━━━🔹

 Si tu aimes mes vidéos, n'oublie pas d'activer la petite cloche (sisi, c'est important !) 🔔 🙌

🎉 Chaine...",58642,2024-10-07,18:25,FR,2024-10-10
45,video,Red Dead Redemption and Undead Nightmare Coming to PC October 29,Rockstar Games,"For the first time in its storied legacy, John Marston’s beloved journey can be experienced on PC in stunning, new detail, with both Red Dead Redemption and its iconic zombie-horror companion...",737550,2024-10-08,1:02,FR,2024-10-10
46,video,"La Face Sombre de Habbo Hotel (crimes, vols, arnaques…)",Iconoclaste,"🔥 Gagne le Jeu vidéo de ton choix sur Instant Gaming ► https://www.instant-gaming.com/fr/giveaway/ICONOBLAST?igr=iconoblast
🔥 Instant Gaming (Jeux PC -70%) ► https://www.instant-gaming.c...",159769,2024-10-07,28:46,FR,2024-10-10
47,video,6 POUVOIRS TROP COMPLIQUÉS des MANGAS et ANIME !,Mangalkor,"Si on a tous commencé les mangas avec un système de pouvoir plutôt simple comme Dragon Ball, Fairy Tail ou One Piece, mais il arrive très souvent qu’ensuite tu regarde un anime avec un...",87549,2024-10-07,21:30,FR,2024-10-10
48,video,Shakira - Soltera (Official Lyric Video),Shakira,"Music: 

Apple Music:  https://Shakira.lnk.to/Soltera/applemusic
Spotify: https://Shakira.lnk.to/Soltera/spotify
Amazon: https://Shakira.lnk.to/Soltera/amazonmusicstreaming
YouTube: https://Shakira...",2514781,2024-10-08,3:35,FR,2024-10-10
49,video,Je vous réponds…,gaelle garcia diaz,"♡ Publicité - Profitez de 20% de réduction avec le code “MARTINE” sur le site https://onthewildsidecosmetics.com + d’une Gelée Nettoyante en format voyage (15ml) : offerte dès 60€,...",433065,2024-10-06,33:03,FR,2024-10-10
