,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,JENNIE - Mantra (Official Music Video),JENNIE,"Official music video for “Mantra” by JENNIE out now: https://jennie.lnk.to/mantra

Directed by Tanu Muino

Follow JENNIE -

Instagram: https://www.instagram.com/jennierubyjane
TikTok: https://w...",16730539,2024-10-11,2:28,FR,2024-10-12
1,video,"Pierre Garnier, M. Pokora - Chaque seconde (Clip officiel)",Pierre Garnier,"« Chaque seconde » en duo avec M. Pokora, nouveau single disponible : https://pierregarnierfr.lnk.to/SingleChaqueSeconde  

Nouvelle édition de l’album ""Chaque seconde"" disponible le 22...",132009,2024-10-11,2:46,FR,2024-10-12
2,shorts_listing,Trending Shorts,,,,,,FR,2024-10-12
3,video,Shakira - Soltera (Official Video),Shakira,"Music: 
Apple Music:  https://Shakira.lnk.to/Soltera/applemusic 
Spotify: https://Shakira.lnk.to/Soltera/spotify
Amazon: https://Shakira.lnk.to/Soltera/amazonmusicstreaming
YouTube: https://Shakira...",3760010,2024-10-11,4:09,FR,2024-10-12
4,video,CHILE vs. BRASIL [1-2] | RESUMEN | ELIMINATORIAS SUDAMERICANAS | FECHA 9,CONMEBOL,"#Chile #Brasil #eliminatoriassudamericanas #CreeEnGrande #CONMEBOL 

⭐🇧🇷 Vitória do #Brasil nas #EliminatoriasSudamericanas! 2-1, como visitante, contra o Chile

Suscríbete I Inscreva-se...",3597405,2024-10-11,10:08,FR,2024-10-12
5,video,Maes - CAMP DES LOGES (Clip Officiel),Maes officiel,"""CAMP DES LOGES"" 
Bercy le 19.12.24 https://bit.ly/maes-paris-2024
----------------------------------------------------------------------------------------------------------------
Prod by :...",135101,2024-10-11,2:13,FR,2024-10-12
6,video,"E2 : Dernier entraînement, Blessures, coup de gueule : Tout BASCULE à 3j de France-Espagne",Pieds Carrés,"Likez la vidéo, abonnez-vous et donnez votre pronostic en commentaires pour tenter de remporter ma paire de crampons NIKE en commentaire 👇

Le 12 octobre, l’Équipe de France des streameurs...",555443,2024-10-10,36:44,FR,2024-10-12
7,video,"vas-y, viens, on recode Windows de zéro",V2F,"Protège tes données et navigue sans restriction avec CyberGhost VPN : https://www.cyberghostvpn.com/V2F
Avec le lien ci-dessus profite de 83 % de réduction sur l’abonnement. Soit 2,03...",190232,2024-10-11,23:41,FR,2024-10-12
8,video,XG - IYKYK (Official Music Video),XG,"XG
IYKYK (from XG’s 2nd Mini Album ‘AWE’)
2024.10.11 FRI

Streaming/Download 
🎧https://XG.lnk.to/IYKYK

Music Video
ET             5AM
JST/KST  6PM

—-------------

XG
2nd Mini Album...",1792260,2024-10-11,3:10,FR,2024-10-12
9,video,AMK - RECOMMENCER PT.2 FT. YORSSY (Clip Officiel),AMK,"🎧 'Recommencer Pt.2 Ft. Yorssy' disponible : c

Mixtape 15 Vol.2 : La Polyvalence est un Don  - Disponible le 11.10.2024

http://amk15.store/

____

Real : Sank
Prod : Chapo, Ken&Ryu
Mix...",177807,2024-10-11,2:51,FR,2024-10-12
10,video,Colonel Etienne SESMAT : « On connaît l’assassin du petit Gregory »,L'invité,"Tous les jours, à 18h50 (heure de Paris), Patrick Simonin reçoit les personnalités qui font l'actualité sur TV5MONDE.

Retrouvez toutes les émissions sur http://www.tv5monde.com/linvite...",476357,2024-10-10,39:58,FR,2024-10-12
11,video,진 (Jin) ‘슈퍼 참치 (Super Tuna)’ Special Video,BANGTANTV,"#Jin #진 #슈퍼참치 #SUPERTUNA
🐟 Listen now: http://jin.lnk.to/SuperTuna


Connect with BTS: 
https://ibighit.com/bts 
http://twitter.com/BTS_bighit
http://twitter.com/BTS_twt 
http://www.fa...",3015019,2024-10-11,2:11,FR,2024-10-12
12,video,Bienvenue au Campus : @Aminematue's France Team trained at PSG Campus! 🤣⚽️,PSG - Paris Saint-Germain,"SUBSCRIBE ➡️ https://www.youtube.com/psg

FOLLOW PSG 🔴🔵

👨‍💻  Website: https://en.psg.fr/ 
📸  Instagram: https://www.instagram.com/psg/
📲  TikTok: https://www.tiktok.com/@ps...",141730,2024-10-11,10:11,FR,2024-10-12
