,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,🔴 PARTIDAZO DE YOUTUBERS 5 | ESPAÑA VS FRANCIA en DIRECTO - DjMaRiiO vs AMINE,DjMaRiiO,"➜ENTRADAS PARTIDAZO DE YOUTUBES 5: https://entradas.elpartidazo.com/webediaweb_elpartidazo/es_ES/tickets
SABADO 12 DE OCTUBRE | ESPAÑA VS FRANCIA EN EL METROPOLITANO
DjMaRiO (Spain) vs AMINE...",3253039,2024-10-13,5:08:35,ES,2024-10-14
1,video,JC REYES - KM33 (SHORTFILM),JC REYES,"""KM33"" shortfilm by JC REYES


Suscríbete a nuestro canal y entérate el primero de todas nuestras novedades.",113309,2024-10-13,13:34,ES,2024-10-14
2,video,Shakira - Soltera (Official Video),Shakira,"Music: 
Apple Music:  https://Shakira.lnk.to/Soltera/applemusic 
Spotify: https://Shakira.lnk.to/Soltera/spotify
Amazon: https://Shakira.lnk.to/Soltera/amazonmusicstreaming
YouTube: https://Shakira...",9227072,2024-10-12,4:09,ES,2024-10-14
3,video,RESUMEN ESPAÑA - FRANCIA (PARTIDAZO DE YOUTUBERS 5),DjMaRiiO,"➜ENTRADAS PARTIDAZO DE YOUTUBES 5: https://entradas.elpartidazo.com/webediaweb_elpartidazo/es_ES/tickets
SABADO 12 DE OCTUBRE | ESPAÑA VS FRANCIA EN EL METROPOLITANO
➜TWITCH: https://www.twitc...",724646,2024-10-13,12:28,ES,2024-10-14
4,video,🔴 ULTIMO PARTIDO DE FUT CHAMPIONS Y RECOMPENSAS EN DIRECTO ! DjMaRiiO,DjMaRiiO,"►MENSAJES DE VOZ EN PANTALLA: https://streamlabs.com/djmariio3
(hoy he puesto mínimo de 3€ para evitar demasiado spam) 
➜TWITCH: https://www.twitch.tv/djmariio
➜TIENDA ULTIMATE MOSTOLES:...",363040,2024-10-13,5:23:47,ES,2024-10-14
5,video,Emilia - noviogangsta (Official Video),Emilia,"Music: 
Apple Music: https://emilia.lnk.to/noviogangsta/applemusic
Spotify: https://emilia.lnk.to/noviogangsta/spotify
Amazon: https://emilia.lnk.to/noviogangsta/amazonmusicstreaming
YouTube:...",1022136,2024-10-13,2:49,ES,2024-10-14
6,video,7 Days Exploring An Underground City,MrBeast,"This salt mine is the coolest underground city I’ve ever seen
Get Zaxbys MrBeast Box while you still can - Chicken Fingerz™, cheddar bites, fries, double Texas toast, signature sauces,...",43275239,2024-10-13,20:35,ES,2024-10-14
7,video,Mi Primera Vez en RUBIUS SAW GAME,Rubius Z,"Like por los viejos tiempos de youtube

Discord: https://discord.gg/rubius
Mi Tienda: https://rubiuscorp.com
Streams: https://www.twitch.tv/Rubius",1704294,2024-10-13,37:37,ES,2024-10-14
8,video,MY HEIGHT vs MrBEAST CREW 🙈📏,Celine Dept,Wow @MrBeast,1990442,2024-10-13,0:22,ES,2024-10-14
9,video,FRANCO TENAGLIA VS. TONY SOTO | BARE KNUCKLE FIGHTING CHAMPIONSHIP PRELIMS LIVE,DAZN Boxing,"Subscribe to our YouTube channel 👉 http://bit.ly/DAZNBoxingYouTube
Subscribe to the DAZN X Series YouTube channel 👉 https://bit.ly/XSeriesYouTube 

Sign up to DAZN now 👉 http://DAZN.com/yo...",347528,2024-10-13,53:51,ES,2024-10-14
