,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,Invincible - Season 3 Teaser | Prime Video,Prime Video,"Welcome to Burger Mart! Please enjoy a hot BM with Mark and Cecil, along with update on Season 3 of...

» Watch Invincible on Prime Video: https://bit.ly/InvincibleSeason1
» SUBSCRIBE: http://bit...",1977574,2024-10-15,2:34,CA,2024-10-16
1,video,"ITZY ""GOLD"" M/V",JYP Entertainment,"ITZY ""GOLD"" M/V

ITZY ""GOLD""
https://ITZY.lnk.to/GOLD

🌟 ALBUM RELEASE 
 2024.10.15 TUE 6PM (KST) | 5AM (EDT)

[ITZY Official]
▶ https://www.youtube.com/c/ITZY
▶ https://www.instagram.com/it...",4396255,2024-10-15,3:20,CA,2024-10-16
2,shorts_listing,Trending Shorts,,,,,,CA,2024-10-16
3,video,Get 1 Million Coins in Hay Day,Hay Day,"Best. Farm. Ever. Welcome to Hay Day, the most popular farming game on mobiles and tablets, number one in 122 countries.

Get Hay Day ►► https://link.haydaygame.com/

Learn the lay of the...",1114862,2024-10-15,0:57,CA,2024-10-16
4,video,"Burnice Character Demo - ""A Burnice Special for the Brokenhearted"" | Zenless Zone Zero",Zenless Zone Zero,"""There's nothing a Burnice Nitro-Fuel Special can't solve!""
""What if there is?""
""Then have a few more~""

—Welcome to New Eridu!—
PS5™/iOS/Android/PC | Version 1.2 ""Tour de Inferno"" of...",1073378,2024-10-15,2:19,CA,2024-10-16
5,video,The Wild Story of the Taum Sauk Dam Failure,Practical Engineering,"🥑 Compare news coverage. Spot media bias. Avoid algorithms. Try Ground News today and get 40% off your subscription by going to https://ground.news/practicalengineering

An overview of the...",1235806,2024-10-15,20:10,CA,2024-10-16
6,video,What if Earth grew 1cm every second?,xkcd's What If?,"Get a copy of What If? 2 and Randall’s other books at: https://xkcd.com/books
More serious answers to absurd questions at: https://what-if.xkcd.com/

How long would it take for people to...",682563,2024-10-15,5:16,CA,2024-10-16
7,video,JENNIE - Mantra MV Rehearsal,JENNIE,"MV Rehearsal for “Mantra” by JENNIE out now: https://jennie.lnk.to/mantra

Follow JENNIE -

Instagram: https://www.instagram.com/jennierubyjane
TikTok: https://www.tiktok.com/@jennierubyjane...",3089548,2024-10-15,2:34,CA,2024-10-16
8,video,ITZY “GOLD” Dance Practice,ITZY,"ITZY “GOLD” Dance Practice

ITZY ""GOLD""
https://ITZY.lnk.to/GOLD

🌟 ALBUM RELEASE 
 2024.10.15 TUE 6PM (KST) | 5AM (EDT)

[ITZY Official]
▶ https://www.youtube.com/c/ITZY
▶ https://www.i...",666817,2024-10-15,3:15,CA,2024-10-16
9,video,KISS OF LIFE (키스오브라이프) 'Get Loud' Official Music Video,KISS OF LIFE,"KISS OF LIFE (키스오브라이프) 'Get Loud' Official Music Video
#KISSOFLIFE #키스오브라이프 #Get_Loud
-
KISS OF LIFE (키스오브라이프) 3rd Mini Album [Lose Yourself] is OUT...",2458043,2024-10-15,3:05,CA,2024-10-16
10,video,"I Found A $2,000,000 Lamborghini Miura ABANDONED FOR 50 YEARS In A JUNKYARD",Tavarish,Don’t miss your chance to get 15% off Carly! Just click this link and my discount code “Tavarish15” will be automatically applied to your order (valid until November 10): https://bit.ly/Carly...,1065424,2024-10-15,41:04,CA,2024-10-16
