,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video,CRISTIANO RONALDO NON VUOLE che tu VEDA QUESTO!🤮,MEMEofficial-ITA,"In questo short vi parlo di una pubblicità che ha fatto Cristiano Ronaldo che è talmente brutta che vorrebbe che noi ce ne dimenticassimo :0

-------------------------🔥I MIEI SOCIAL🔥-------...",195625,2024-10-12,0:38,IT,2024-10-13
1,video,TIPI DI PERSONE SU DRESS TO IMPRESS,Eleonora Olivieri,,293398,2024-10-11,0:32,IT,2024-10-13
2,video,🏆 PALLONE D'ORO DI TIKTOK ITALIA 3.0 🇮🇹 Quarti di finale,PirlasV,"Dopo gli ottavi di finale del pallone d'oro di TikTok Italia 3.0 ecco a voi i quarti di finale con l’infortunio dei Mister di zona e che vedranno scontrarsi Andrea Fratino, Gilbert Nana,...",611391,2024-10-11,21:20,IT,2024-10-13
3,video,Flipping Robot vs Heavier And Heavier Objects,Mark Rober,,23539536,2024-10-11,0:34,IT,2024-10-13
4,video,REAL 3D brush can draw grass Life Hack #shorts #lifehacks,MrMaximus,#shorts #lifehackslifehacks,3099070,2024-09-30,0:42,IT,2024-10-13
5,video,Luì ordina le pizza ma qualcosa va storto..,Me contro Te,,377248,2024-10-11,0:44,IT,2024-10-13
6,video,Ghali - Niente Panico (Official Video),Ghali,"Ghali - Niente Panico (Official Video)
Ascolta Niente Panico: https://ghali.lnk.to/nientepanico

Acquista i biglietti per i prossimi concerti: https://www.ticketone.it/artist/ghali/

Segui...",251350,2024-10-11,3:10,IT,2024-10-13
7,video,Acro meets fashion 👀,The Rybka Twins,,4944389,2024-10-12,0:14,IT,2024-10-13
8,video,Seja Gentil com os Pequenos Animais 😿,Los Wagners,#shorts,12520074,2024-10-08,0:20,IT,2024-10-13
9,video,Sofì guida la macchina di Luì 😂,Me contro Te,,239417,2024-10-12,0:12,IT,2024-10-13
10,video,Is the VAR right?!😱#footballplayer #futbol #soccerplayer #soccer #football #futbolista #var *ad,TOUZANI TV,Deze video is mede mogelijk gemaakt door Zeeuw en Zeeuw.,8364794,2024-10-07,0:29,IT,2024-10-13
11,video,Mimì Caruso | ‘Godspeed’ | Esibizione Bootcamp | X Factor 2024,Sky,"Dopo questa esibizione noi speriamo che #FrankOcean abbia trovato la giusta motivazione per droppare un nuovo album 🥹🥹 

#XF2024 

Scopri come vedere X Factor: https://bit.ly/skyxfy",359136,2024-10-11,3:20,IT,2024-10-13
12,video,Me contro Te - LA CASA DEI MOSTRI (Videoclip Ufficiale),Me contro Te Music,"La Casa dei Mostri è la canzone ufficiale di Halloween per ballare e cantare con Streghe, Scheletri, Mummie e Zombie!

TESTO:
C’è un fantasma che si scatena
Con la sua catena
Per una notte...",108266,2024-10-12,2:13,IT,2024-10-13
13,video,Which version is better?🎲,Kan Andrey,,3266608,2024-10-11,0:14,IT,2024-10-13
14,video,HO COSTRUITO IL TAVOLO DI MUSCHIO SELVAGGIO,Michele Molteni,"Con Boolean lanci la tua carriera tech. 200€ di sconto sui corsi se arrivi da questo video!
👨🏻‍💻 Coding Week GRATIS dal 21 ottobre: https://on.boolean.careers/molteni-coding-week...",514522,2024-10-10,10:56,IT,2024-10-13
15,video,Brawl Stars expliquez ça,L'étoile Noire,"→ Instagram : https://www.instagram.com/etoilenoire__/

→ Contact (pro uniquement) LenBusinessCorp@gmail.com

→ Any Copyright issue ? Please Feel free to contact me on social to get the...",1935362,2024-10-06,0:11,IT,2024-10-13
16,video,Will A Basketball Boat Hold My Weight?,MrBeast,,23904484,2024-10-12,0:30,IT,2024-10-13
17,video,La volevano MULTARE perché guidava in COSTUME | Avv. Angelo Greco,Angelo Greco,".
.
Acquista a questo link il mio libro ""Fanc**o il successo"" https://amzn.to/3SlixbK
.
.
Acquista a questo link il mio libro ""“La Legge per Tutti - Casa e condominio"" 
https://amzn.to/3MAp4Ma...",286005,2024-10-10,0:59,IT,2024-10-13
18,video,Rischiare la vita per fare la storia: l’impresa di Jaan Roose,aledellagiusta,"Jaan Roose vuole essere il primo uomo ad attraversare a piedi lo Stretto di Messina: ce la farà?

Instagram: https://www.instagram.com/aledellagiusta/
TikTok: https://www.tiktok.com/@aledellagiust...",296127,2024-10-10,41:08,IT,2024-10-13
19,video,Ghali - Niente Panico (Lyric Video),Ghali,"Ghali - Niente Panico (Lyric Video)
Ascolta Niente Panico: https://ghali.lnk.to/nientepanico

Acquista i biglietti per i prossimi concerti: https://www.ticketone.it/artist/ghali/

Segui Ghali:...",158607,2024-10-11,3:02,IT,2024-10-13
20,video,UNDISPUTED KING CROWNED | Riyadh Season: Artur Beterbiev vs. Dmitry Bivol Fight Highlights,DAZN Boxing,"October 12, 2024 -- Artur Beterbiev vs. Dmitry Bivol fight highlights from Riyadh, Saudi Arabia.

@Turki_alalshikh 

Subscribe to our YouTube channel 👉 http://bit.ly/DAZNBoxingYouTube
Subscribe...",937172,2024-10-12,3:15,IT,2024-10-13
21,video,"Le-one, Christian Liguori, Babywyne - NUN È OVER",le one,"Music video by Le-one, Christian Liguori, Babywyne performing NUN È OVER.An Epic release (C) 2024 Sony Music Entertainment Italy S.p.A",68394,2024-10-11,1:58,IT,2024-10-13
