,type,title,channelTitle,description,viewCount,publishDate,lengthText,country,date
0,video_listing,Dosis Diaria de Fútbol,,,,,,ES,2024-10-16
1,video,PARTIDAZO DE YOUTUBERS 5 | ESPAÑA VS FRANCIA - DjMaRiiO vs AMINE,DjMaRiiO,"➜ Gracias a los patrocinadores del El Partidazo de YouTubers 5! 
- Rhinoshield: 10% de descuento -  https://url.rhinoshield.es/PARTIDAZO
- iGraal: Regístrate y gana 3 PS5, 3 FC 25 y una...",3325716,2024-10-13,5:08:35,ES,2024-10-16
2,video,JC REYES - KM33 (SHORTFILM),JC REYES,"""KM33"" shortfilm by JC REYES


Suscríbete a nuestro canal y entérate el primero de todas nuestras novedades.",272656,2024-10-14,13:34,ES,2024-10-16
3,video,MY HEIGHT vs MrBEAST CREW 🙈📏,Celine Dept,Wow @MrBeast,12102496,2024-10-14,0:22,ES,2024-10-16
4,video,El toque MÁGICO de MOMO en Fútbol,Sergio Agüero Oficial,"TITULO: El toque MÁGICO de MOMO en Fútbol 

CANAL OFICIAL
Streams completos en Kick: https://kick.com/slakun10
Comunidad Oficial de Twitter: https://x.com/i/communities/1816317670540689494...",89912,2024-10-15,0:20,ES,2024-10-16
5,video,Patinete Electrico +70 km Barato (y de Cross) | Segway ZT3 Pro,vicesat,"Si quieres un patinete electrico grande, potente y muy resistente, probablemente esta sea la mejor opcion por poco dinero.

► Enlaces: 

- Segway ZT3 Pro: https://es-es.segway.com/products/zt3-pr...",285092,2024-10-15,11:41,ES,2024-10-16
6,video,NUEVA ULTRACAJA Y RANGO 50 | CAMBIO en EL SISTEMA de TROFEOS en BRAWL STARS,GoDeiK,"➜ SUSCRIBETE A MI SEGUNDO CANAL: https://www.youtube.com/@DeiKYT

➜ Sigueme en Instagram: https://www.instagram.com/godeik/?hl=es
➜ Sigueme en Twitter: https://twitter.com/GoDeiK
➜...",531495,2024-10-15,15:19,ES,2024-10-16
7,video,"Día negro para Pedro Sánchez: ""En el Palacio Real se hablaba mucho de los escándalos del Gobierno”",COPE,"Cristina López Schlichting analiza cómo vivió Pedro Sánchez el Día de la Hispanidad, con la descortesía que tuvo con el alcalde de Madrid, José Luis Martínez-Almeida, y los corrillos...",171960,2024-10-15,0:55,ES,2024-10-16
8,video,Shakira - Soltera (Official Video),Shakira,"Music: 
Apple Music:  https://Shakira.lnk.to/Soltera/applemusic 
Spotify: https://Shakira.lnk.to/Soltera/spotify
Amazon: https://Shakira.lnk.to/Soltera/amazonmusicstreaming
YouTube: https://Shakira...",12961098,2024-10-12,4:09,ES,2024-10-16
9,video,CARRERAS GTA 5 ONLINE CON AURON Y DIVISION RIVALS HASTA 45 PUNTOS... DjMaRiiO,DjMaRiiO,"➜TWITCH: https://www.twitch.tv/djmariio
➜TIENDA ULTIMATE MOSTOLES: https://ultimatemostoles.store/
➜CAMISETA OFICIAL ULTIMATE MOSTOLES: https://store.kingsleague.pro/products/camiseta-mostole...",237376,2024-10-15,8:17:57,ES,2024-10-16
10,video,Get 1 Million Coins in Hay Day,Hay Day,"Best. Farm. Ever. Welcome to Hay Day, the most popular farming game on mobiles and tablets, number one in 122 countries.

Get Hay Day ►► https://link.haydaygame.com/

Learn the lay of the...",1113675,2024-10-15,0:57,ES,2024-10-16
11,video,Huevos con patatas a lo pobre,Anna recetasfaciles,"Receta de HUEVOS CON PATATAS A LO POBRE
Ingredientes para 4 personas:
4 huevos
4 -5 patatas (700 g)
1 cebolla
1 pimiento verde
1 pimiento rojo
3 ramitas de perejil fresco
2 dientes de ajo
Sal...",59801,2024-10-15,0:58,ES,2024-10-16
12,video,Experimento: cohete casero,Archie5 Spanish,"Música de Epidemic Sound: https://www.epidemicsound.com/
Materiales de stock: https://www.depositphotos.com https://www.shutterstock.com
Este video fue realizado con fines de entretenimiento....",410592,2024-10-10,0:40,ES,2024-10-16
13,video,CONOR MCGREGOR ME RETA CON EL BALÓN DE FÚTBOL,javifreestyle,"Conor mcgregor me enseña su calidad en futbol dando toques al balón, ¿será bueno en campo?",58041,2024-10-15,0:43,ES,2024-10-16
14,video,de qué color debería ser una pared,Ter,"🔴 Quieres aprender Historia del Arte Clásico conmigo?
Visita Focusarte, mi plataforma de cursos online: https://focusarte.com/

00:00 Le Corbusier
00:42 Ejemplo 1
02:05 Ejemplo 2
03:09...",384059,2024-10-15,8:18,ES,2024-10-16
15,video,女儿：爸爸，玩你轻而易举！ #funny #萌娃 #宝宝 #comedy #搞笑,朵朵的五口之家,"欢迎来到“朵朵的五口之家”频道，这里是一个充满温馨与爱的家庭，专注于记录我们宝贝们成长的每一个瞬间！

我们的频道将与你分享我们家的三...",2104351,2024-10-14,0:15,ES,2024-10-16
16,video,"""Yolanda Díaz sabe que si cae Pedro, cae Sumar y cae ella""",COPE,"Jorge Bustos analiza la reacción de Yolanda Díaz sobre las últimas novedades del caso Koldo y las implicaciones de José Luis Ábalos.

Escucha 'Mediodía COPE', con Jorge Bustos y Pilar...",85736,2024-10-15,0:45,ES,2024-10-16
17,video,Emilia - noviogangsta (Official Video),Emilia,"Music: 
Apple Music: https://emilia.lnk.to/noviogangsta/applemusic
Spotify: https://emilia.lnk.to/noviogangsta/spotify
Amazon: https://emilia.lnk.to/noviogangsta/amazonmusicstreaming
YouTube:...",1758572,2024-10-13,2:49,ES,2024-10-16
