,type,title,description,viewCount,lengthText,country,date
10,video,"Il legame tra ultras e mafie: interessi milionari, ricatti ai grandi club e fiumi di droga.",In questo video per Fanpage.it racconto i profondi legami tra gli Ultras e i grandi club dopo l'operazione che ha decapitato le curve di Milan e Inter. Non solo biglietti e parcheggi gratuiti...,195703,13:49,IT,2024-10-16
11,video,Man Builds DIY ANTI-RAIN Motorcycle | Start to Finish by @meanwhileinthegarage,"Come with us inside the workshop of Meanwhile in the Garage, where an ordinary Yamaha YZF1000 R1 undergoes a groundbreaking transformation. The goal? To turn this high-performance sports bike...",7038326,16:31,IT,2024-10-16
12,video,BLUR REACTION UN GIORNO NELLA VITA DI CRISTIANO RONALDO con MARZA e MANUXO! 😂,"🔔 ISCRIVITI E ATTIVA LA CAMPANELLA 🔔
Scopri tutte le novità presenti nel mondo dello streaming, non perderti nessuna reaction o notizia importante dei tuoi creator preferiti. Ci saranno...",219717,18:08,IT,2024-10-16
13,video,تلميع وتنظيف الجلد الطبيعي المدو#𝐒𝐏𝟓𝟎𝟓𝟏𝟑𝟗,,39481,37:05,IT,2024-10-16
14,video,Il RISORGIMENTO ITALIANO (1815-1861),"► ABBONATI QUI:
https://steadyhq.com/it/lastoriasultubo/about

Napoleone ha lasciato un'eredità significativa per l'Italia, alimentando l'idea di un'unità nazionale. I moti piemontesi del...",154235,1:28:54,IT,2024-10-16
15,video,È l'ora delle AUDIZIONI più DIVERTENTI di X FACTOR 2024 (Compilation),Ridendo e scherzando siamo giunti al termine di queste Audizioni. Abbiamo raccolto tutte le esibizioni più memorabili e siamo pronti a scoprire cos'altro ha in serbo per noi questo #XF2024...,830111,32:40,IT,2024-10-16
16,video,Study with Korean law student for 2 hours! [Study with me],"오늘도 공부뿐!!!! 같이 2시간 동안 공부해요! 저는 지난 2주에 걸쳐서 시험 4개를 끝냈고 이제 2개가 남았네요... 대체 언제 끝나는 건지! 
와중에...",1320976,2:10:59,IT,2024-10-16
17,video,Alone: Relaxing Ambient SPACE Music for Being Alone on Distant Planets,"As you gaze out towards the vast expanse of space spread before you, your mind slows and empties of life's concerns. Stars of distant worlds glisten and glitter across the sky's celestial tapestry,...",445031,1:00:01,IT,2024-10-16
18,video,Tom und Jerry auf Deutsch | Klassischer Cartoon 115 | WB Kids,"Geh auf wilde Verfolgungsjagd mit Tom und Jerry, ihrem Erzfeind Spike und dem Straßenkater Butch sowie dem unartigen Entlein.

WB Kids ist das Heim all eurer Lieblingsclips! Mit Charakteren...",141312593,22:49,IT,2024-10-16
19,video,avventura onirica nell'ESTREMO NORD giapponese,"fatto Capo Sata, andava fatto anche Capo Soya, l'estremo nord del Giappone! il punto più a Nord dell'Hokkaido dal quale si riesce a vedere la Russia 🇯🇵🇷🇺

🍋 Visita il link http://ww...",342928,33:01,IT,2024-10-16
20,video,"Best Classic Rock Songs 70s 80s 90s 🔥 Guns N' Roses, Aerosmith, Bon Jovi, Metallica, Queen, ACDC, U2","https://youtu.be/YpZLZxTHuRE
---------------------------------------------------------------
💙 Thanks for Watching! 💙
If you enjoyed the video, please give us a thumbs up and share it...",481505,3:10:48,IT,2024-10-16
21,video,Hitler in Colour (4K WW2 Documentary),"Documentary using only original colour footage charts the 12 years from Adolf Hitler's rise to power to the fall of Berlin in 1945. Complemented by eyewitness material, tracks the dramatic...",13150366,1:10:44,IT,2024-10-16
22,video,Cooking Curry During College Lecture!,"Love you guys thank you so much for the support!

follow my socials: 

Instagram -   / fiqueayub  
Snapchat - fiqueayub33

business inquiries - fiqueayub33@gmail.com",318946,14:17,IT,2024-10-16
